"序号","标题","发文字号","类型","来源","URL","发布日期","发文机关","层级","备注"
"491","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年7月17日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260717/7f31d122083340ac9de9067c7f4d9d04.html","2026.07.17","上海市人民政府","市级",""
"492","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年7月3日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260703/20adf08fe8564e2ab579001c2904f9b4.html","2026.07.03","上海市人民政府","市级",""
"493","上海市人民政府 江苏省人民政府 浙江省人民政府印发《关于支持长三角生态绿色一体化发展示范区高质量发展改革授权事项清单》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260114/3bf0723247f6433389df7b2e90892701.html","2026.01.14","上海市人民政府","市级",""
"494","上海市人民政府办公厅关于进一步加强上海国家调查工作的通知","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251230/36c60dffe67c443c98d0a1aecfc207e5.html","2025.12.30","上海市人民政府办公厅","市级",""
"495","上海市人民政府办公厅关于开展第三届“上海慈善奖”评选工作的通知","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260522/8e2926f823554bc09f42894dcbbb715e.html","2026.05.22","上海市人民政府办公厅","市级",""
"496","上海市人民政府办公厅关于印发《2026年度上海市人民政府重大行政决策事项目录》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260325/4e9d44b614c64295b93e0cbdeb8a0526.html","2026.03.25","上海市人民政府办公厅","市级",""
"497","上海市人民政府办公厅关于印发《2026年上海市推进政府职能转变和行政审批制度改革工作要点》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260317/c331d0abdf1e4dd9a905d7fa4ab8db89.html","2026.03.17","上海市人民政府办公厅","市级",""
"498","上海市人民政府办公厅关于印发《国家数字经济创新发展试验区（上海）实施方案》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260421/9edf5d5c1b2244298c315304349d0963.html","2026.04.21","上海市人民政府办公厅","市级",""
"499","上海市人民政府办公厅关于印发《上海全球科技伙伴计划》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260420/f99dfd9f2b3c4cffa2551d2590c1bbd9.html","2026.04.20","上海市人民政府办公厅","市级",""
"500","上海市人民政府办公厅关于印发《上海市促进服务业提质增效和消费提振扩容联动发展的若干措施》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260113/69fbc2495dbf4d4d95640356fb06dabb.html","2026.01.13","上海市人民政府办公厅","市级",""
"501","上海市人民政府办公厅关于印发《上海市促进租赁和商务服务业“产业聚集、空间聚集、要素聚集”三年行动计划（2026—2028年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260109/150471e2fb5a43218825642c4df0d087.html","2026.01.09","上海市人民政府办公厅","市级",""
"502","上海市人民政府办公厅关于印发《上海市遏制与防治艾滋病规划（2026-2030年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260120/c16fe132af894537814cda2de54ab696.html","2026.01.20","上海市人民政府办公厅","市级",""
"503","上海市人民政府办公厅关于印发《上海市服务业发展“十五五”规划》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260601/e389cb85379447e2a3f1fc75011c04a0.html","2026.06.01","上海市人民政府办公厅","市级",""
"504","上海市人民政府办公厅关于印发《上海市加快打造国际一流营商环境行动方案（2026年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260104/0b80134b5fa944eea6c12e586bfec06e.html","2026.01.04","上海市人民政府办公厅","市级",""
"505","上海市人民政府办公厅关于印发《上海市加强开源体系建设实施方案》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251225/7ccd262a2d094d5792a13fa896a892a2.html","2025.12.25","上海市人民政府办公厅","市级",""
"506","上海市人民政府办公厅关于印发《上海市加强政策公开全面提升政务透明度工作方案》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260403/900fbfeee0ba4298ba6c193d625a77be.html","2026.04.03","上海市人民政府办公厅","市级",""
"507","上海市人民政府办公厅关于印发《上海市建设长三角内河航运高质量发展先行区暨内河水运体系联通工程实施方案（2026—2030年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260728/02e0e5a209054a609f3a5aaf8c2d5d78.html","2026.07.28","上海市人民政府办公厅","市级",""
"508","上海市人民政府办公厅关于印发《上海市进一步支持外资研发中心提升能级的政策措施》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260108/534cb2133b5645439a378371b24eeb1e.html","2026.01.08","上海市人民政府办公厅","市级",""
"509","上海市人民政府办公厅关于印发《上海市民用无人驾驶航空器飞行安全管理暂行办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251231/9d1638d5d8d44e67a02a46e6bb5a5eb7.html","2025.12.31","上海市人民政府办公厅","市级",""
"510","上海市人民政府办公厅关于印发《上海市全面深化成本预算绩效管理改革工作方案（2026—2028年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260409/ab89ae080d5b4726a1b64061d1c8526b.html","2026.04.09","上海市人民政府办公厅","市级",""
"511","上海市人民政府办公厅关于印发《上海市人民政府2026年度立法工作计划》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260423/b38a28fe7f234b6f9f067bbc4bda2222.html","2026.04.23","上海市人民政府办公厅","市级",""
"512","上海市人民政府办公厅关于印发《上海市人民政府办理市人大代表建议和市政协提案办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260630/c76ae052016a4d06a9e3e8e8cd3897d9.html","2026.06.30","上海市人民政府办公厅","市级",""
"513","上海市人民政府办公厅关于印发《上海市深化“一网通办”改革 打造“高效办成一件事”最佳体验地行动方案》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260515/b393a352da314b92b42730755baf2d25.html","2026.05.15","上海市人民政府办公厅","市级",""
"514","上海市人民政府办公厅关于印发《上海市行政规范性文件评估清理实施办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260727/752e8d92b9b14fd7b99e49b92fd0cd08.html","2026.07.27","上海市人民政府办公厅","市级",""
"515","上海市人民政府办公厅关于印发《上海市支持先进制造业转型升级三年行动方案（2026—2028年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260109/3c4f820bca7b46cd878efcb121337bdd.html","2026.01.09","上海市人民政府办公厅","市级",""
"516","上海市人民政府办公厅关于印发修订后的《上海市长期护理保险试点办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251231/51cafb297f0a4397ad30afe0d91ad104.html","2025.12.31","上海市人民政府办公厅","市级",""
"517","上海市人民政府办公厅关于转发市发展改革委等五部门制订的《上海市鼓励购买和使用新能源汽车实施办法》的通知","","转发性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251231/18b207956b4e43e299ea407d223122f9.html","2025.12.31","上海市人民政府办公厅","市级",""
"518","上海市人民政府办公厅关于转发市商务委修订的《上海市贸易政策合规工作实施细则》的通知","","转发性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260625/d19783312fba47b1b7019bb9f0f79619.html","2026.06.25","上海市人民政府办公厅","市级",""
"519","上海市人民政府办公厅印发《关于促进城镇开发边界外规划非保留村发展的若干意见》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260728/de8595a78e0a4d39a84aa45b1f68e27d.html","2026.07.28","上海市人民政府办公厅","市级",""
"520","上海市人民政府办公厅印发《关于进一步强化食品安全全链条监管的若干措施》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260403/6ab1cc37bb8345d597c837027fe9e449.html","2026.04.03","上海市人民政府办公厅","市级",""
"521","上海市人民政府办公厅印发《关于深化上海全球资产管理中心建设的若干意见》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260602/75aaea49da7a4ca3b884e2b301308c15.html","2026.06.02","上海市人民政府办公厅","市级",""
"522","上海市人民政府办公厅印发《关于支持长三角G60科创走廊策源地建设的若干措施》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251225/7e4b5d56247744c89c652a1aef73a10f.html","2025.12.25","上海市人民政府办公厅","市级",""
"523","上海市人民政府办公厅转发市规划资源局修订的《关于规范临时用地管理的指导意见（试行）》的通知","","转发性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251225/abb905f706c344ff90e3e5a1bae241d2.html","2025.12.25","上海市人民政府办公厅","市级",""
"524","上海市人民政府办公厅转发市住房城乡建设管理委、市房屋管理局《关于推进物业行业提质增效的实施意见》的通知","","转发性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260625/bcffe62ae13247e1ae6aa8d621273a5d.html","2026.06.25","上海市人民政府办公厅","市级",""
"525","上海市人民政府关于贺青等同志职务任免的通知","","任免","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260422/2c34c23aeed74f8ab1ce2d6b51a35bf8.html","2026.04.22","上海市人民政府","市级",""
"526","上海市人民政府关于卢山同志任职的通知","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260320/caff575d75a843f8aab7ec2dc8a7dea5.html","2026.03.20","上海市人民政府","市级",""
"527","上海市人民政府关于印发《鼓励留学人员来上海工作和创业的若干规定》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260203/ceeb991fd16649f4b82f89906a3b5fff.html","2026.02.03","上海市人民政府","市级",""
"528","上海市人民政府关于印发《上海市加快国际航运中心建设“十五五”规划》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260722/bce54bf5f1284d4cbd483fb2f1a319a7.html","2026.07.22","上海市人民政府","市级",""
"529","上海市人民政府关于印发《上海市气象灾害预警信号发布与传播规定》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260601/5fd69c1c43f24ecbb3a7387f62b12194.html","2026.06.01","上海市人民政府","市级",""
"530","上海市人民政府关于印发《上海市推进乡村全面振兴“十五五”规划》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260708/d9b6eefe69c54dc8bcd33d83d00a9687.html","2026.07.08","上海市人民政府","市级",""
"531","上海市人民政府关于印发修订后的《上海市城乡居民基本医疗保险办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251231/d13d1df12a5f4101a1ea9c872f7b331f.html","2025.12.31","上海市人民政府","市级",""
"532","上海市药品监督管理局 上海市卫生健康委员会关于印发《上海市药物警戒管理办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260729/c75778d67dc14c91be274b1555902120.html","2026.07.29","上海市人民政府","市级",""
"533","市发展改革委、市商务委等部门关于印发《上海市鼓励外商投资企业境内再投资若干措施》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260106/9648b53da7924152ab8ba1539bb5a9e7.html","2026.01.06","上海市人民政府","市级",""
"534","市教委关于做好2026年上海市学前教育阶段适龄幼儿入园工作的通知","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260409/2f73c443fd6b409c9ecc48b6d9cf04cc.html","2026.04.09","上海市人民政府","市级",""
"535","市市场监管局关于印发《关于加强“上海品牌”认证工作的指导意见》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260106/0763a1bab69e49c8a0a4c99c9a6a4ba7.html","2026.01.06","上海市人民政府","市级",""
"536","市市场监管局关于印发《上海市工业产品生产许可管理实施办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251229/3009507b028b412d8b02cb878b630c0b.html","2025.12.29","上海市人民政府","市级",""
"537","市市场监管局关于印发《上海市广告产业园区管理办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260403/306e59d286da436586515c9c2db3d7d8.html","2026.04.03","上海市人民政府","市级",""
"538","市市场监管局关于印发《上海市食品经营许可审查细则》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260129/1288719fa5f740baa0cb1d7cf0ac82da.html","2026.01.29","上海市人民政府","市级",""
"539","市药品监管局关于印发《上海市药品生产经营企业质量安全重点管理人员管理办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260202/355b19624e96448f802970a083c11cb6.html","2026.02.02","上海市人民政府","市级",""
"540","市药品监管局关于印发《上海市医疗机构应用传统工艺配制中药制剂备案管理办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260202/6d18fda1ae984973af9360425b0524a0.html","2026.02.02","上海市人民政府","市级",""
"541","政策解读：《济南市人民政府关于印发济南市国民经济和社会发展第十五个五年规划纲要的通知》","","发布性","jinan.gov.cn","https://www.jinan.gov.cn/col/col121799/art/2026/art_fe49c73fda2441059a89dcf3407e232e.html","2026","济南市人民政府","市级",""
"542","中共上海市普陀区委办公室 上海市普陀区人民政府办公室印发《2026年普陀区为民办实事项目》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260408/2376f1d78f69460c95a235ec7c8fcaa1.html","2026.04.08","上海市辖区政府","市级",""
